job_type,model,dataset_size,batch_size,epochs,worker_cpu,worker_gpu,worker_mem,runtime
inference,random_forest,13403,32,2,16,1,16384,12.86590626
inference,mobilenet,28403,32,2,16,3,16384,18.41053945
evaluation,vgg16,15182,64,4,8,1,16384,6.285996801
evaluation,support_vector_machine (svm),16149,32,2,32,1,16384,13.14032362
inference,catboost,8358,16,1,16,4,32768,14.43365663
training,resnet101,16303,64,5,8,4,16384,13.80637635
evaluation,polynomial_regression,6571,16,1,16,3,65536,13.41769288
training,resnet101,19160,16,1,8,2,8192,96.42116468
training,gru,46150,16,1,8,1,32768,210.5633296
inference,xgboost,35364,16,2,8,4,65536,76.55261746
feature_extraction,catboost,16854,16,5,4,1,32768,66.03966808
preprocessing,efficientnet,1203,16,2,8,2,32768,0.827163588
evaluation,k-nearest_neighbors (k-nn),15141,16,1,8,3,32768,44.11451
feature_extraction,support_vector_machine (svm),19997,32,1,8,1,65536,14.33015157
preprocessing,gpt2,14530,16,2,16,3,65536,6.133466339
preprocessing,random_forest,7305,64,2,8,1,8192,6.355532307
inference,bert-base,15822,16,1,16,2,32768,52.67714048
feature_extraction,resnet101,4085,32,3,16,2,8192,3.322689051
training,lstm,2794,32,4,16,4,8192,7.95137269
preprocessing,resnet50,71482,64,3,4,2,16384,56.73650047
evaluation,yolo,41662,16,1,32,1,32768,166.2941719
preprocessing,vit-base,43637,16,3,8,1,32768,33.31240306
training,polynomial_regression,20838,64,1,8,1,32768,4.317604734
training,gru,23835,64,5,16,2,32768,25.2153216
evaluation,resnet101,16258,32,5,16,4,32768,11.11444258
feature_extraction,gpt2-medium,74333,16,5,8,1,65536,325.2813613
feature_extraction,vgg19,26033,32,2,16,1,32768,20.88304781
feature_extraction,lightgbm,42304,32,3,16,4,16384,17.48020228
feature_extraction,bert-base,7060,16,5,8,1,32768,28.7017847
evaluation,polynomial_regression,5720,16,5,8,4,32768,11.96451175
feature_extraction,polynomial_regression,55412,32,2,16,4,16384,18.86643868
preprocessing,k-means,14237,16,1,32,1,32768,4.937766426
evaluation,polynomial_regression,1982,32,5,8,2,32768,1.73000971
feature_extraction,lightgbm,30901,16,3,16,1,32768,89.65443365
evaluation,vit-base,8622,16,4,16,1,16384,48.42168053
feature_extraction,support_vector_machine (svm),10515,32,2,8,3,16384,5.773953055
evaluation,lightgbm,10702,16,3,8,2,32768,46.11764355
inference,lstm,11226,32,3,32,3,32768,6.147253002
evaluation,bert-base,4792,32,1,16,1,16384,7.293132393
feature_extraction,naive_bayes,13161,128,3,16,1,16384,0.500737443
training,k-nearest_neighbors (k-nn),52631,64,2,8,2,65536,16.66449648
training,vgg19,8283,16,5,8,1,65536,178.221309
evaluation,xgboost,21988,32,2,8,2,32768,23.28913389
training,random_forest,13096,16,2,16,3,16384,58.61817358
preprocessing,resnet101,13466,16,3,8,1,8192,12.96778198
feature_extraction,vgg16,15844,16,2,16,1,16384,55.51839832
feature_extraction,lightgbm,13171,32,5,16,2,32768,6.855048952
training,vgg19,11806,64,5,8,2,16384,17.19485627
inference,principal_component_analysis (pca),8033,128,1,4,1,32768,0.509993766
feature_extraction,k-means,37366,16,5,8,4,32768,54.38481843
inference,polynomial_regression,79331,16,1,8,3,32768,187.4954798
inference,resnet50,14388,32,1,16,3,8192,11.20104022
inference,k-means,35281,32,1,16,3,16384,17.3410523
evaluation,k-nearest_neighbors (k-nn),14630,64,5,8,1,65536,3.674543161
inference,xgboost,21622,32,1,16,3,16384,13.22749838
preprocessing,xgboost,15617,16,2,4,4,32768,6.503171099
evaluation,lightgbm,39145,16,1,32,3,32768,98.44205073
training,efficientnet,3098,32,2,32,2,65536,4.393378188
training,vgg19,12526,16,5,32,1,16384,240.7926113
preprocessing,random_forest,8415,16,2,8,1,32768,5.539751314
preprocessing,mobilenet,36404,128,1,16,1,65536,16.45011838
feature_extraction,yolo,6239,32,1,16,2,32768,4.318920492
evaluation,linear_regression,36583,128,1,16,1,16384,2.100378326
evaluation,lstm,12119,64,2,16,2,65536,3.109518572
training,efficientnet,64724,32,1,16,2,32768,52.63207407
preprocessing,lightgbm,3904,16,2,8,2,32768,2.105080611
feature_extraction,lstm,144824,16,1,8,1,16384,641.4710848
evaluation,xgboost,20972,64,3,16,3,32768,3.748707708
inference,bert-large,18762,32,2,8,3,32768,16.14482773
training,resnet101,3497,64,1,32,2,16384,0.684568169
evaluation,random_forest,21326,64,2,8,3,32768,4.296505479
training,lstm,3991,32,5,8,1,16384,27.09314585
training,resnet101,49919,16,4,8,2,32768,823.1881376
training,lightgbm,38570,64,4,4,2,16384,42.52902987
preprocessing,bert-large,9794,32,4,4,1,16384,11.39446692
feature_extraction,polynomial_regression,26312,64,1,8,1,16384,5.281403004
training,logistic_regression,25381,16,5,8,4,32768,221.8763463
preprocessing,naive_bayes,22367,32,5,16,1,8192,11.54037023
inference,linear_regression,12353,64,1,8,3,8192,1.988332644
training,yolo,151177,64,2,8,3,16384,72.79269521
evaluation,linear_regression,7724,32,5,16,1,32768,6.287371351
evaluation,k-nearest_neighbors (k-nn),32949,32,1,32,1,16384,28.71716564
inference,lightgbm,8855,64,5,16,2,65536,1.426525615
training,vit-base,30683,32,2,16,2,32768,45.92830122
inference,vgg16,25381,16,1,4,2,32768,116.829388
evaluation,bert-large,14875,64,5,16,1,8192,5.921375917
evaluation,vgg16,44007,16,1,8,1,65536,256.8770287
training,lstm,65953,32,3,8,2,32768,219.6138787
evaluation,polynomial_regression,91487,128,2,16,2,65536,3.384185714
preprocessing,naive_bayes,30152,16,2,8,4,65536,7.763511661
evaluation,xgboost,8011,64,1,16,1,65536,2.072750501
feature_extraction,resnet50,6082,16,2,8,4,32768,12.48883025
evaluation,support_vector_machine (svm),24538,32,2,16,1,32768,20.33420346
evaluation,efficientnet,36202,32,2,16,3,32768,29.45102223
training,bert-base,64200,64,1,8,4,32768,10.78760875
inference,k-means,25057,32,1,16,1,32768,18.18601942
training,resnet50,8559,64,2,4,3,32768,4.51584692
inference,gpt2,29232,16,1,8,1,32768,135.59055
feature_extraction,catboost,26080,32,3,16,2,65536,11.99708404
inference,resnet101,29066,32,5,8,1,32768,40.40746117
preprocessing,random_forest,21541,16,4,4,2,32768,12.68935518
evaluation,vit-base,59983,16,2,8,3,8192,289.9336431
training,k-nearest_neighbors (k-nn),13392,16,2,32,2,65536,50.0795273
inference,resnet101,13959,64,5,16,2,65536,2.891671621
evaluation,naive_bayes,57822,16,2,16,4,8192,136.4857685
feature_extraction,resnet50,17981,64,1,16,2,65536,3.100253778
training,k-nearest_neighbors (k-nn),27456,128,3,16,2,65536,2.759136316
evaluation,resnet101,13195,32,4,16,1,16384,18.73005844
evaluation,random_forest,8973,16,1,8,1,16384,55.2137218
training,xgboost,48873,16,4,16,2,32768,518.9008899
feature_extraction,principal_component_analysis (pca),34569,64,3,8,1,32768,6.375206742
inference,random_forest,145800,128,3,16,1,32768,7.00002009
training,gpt2-medium,43570,128,3,32,2,32768,5.82024832
evaluation,catboost,19350,32,2,8,2,16384,21.38721559
inference,resnet50,5512,64,4,4,2,16384,1.877225136
training,catboost,38782,16,1,8,1,16384,176.9765588
inference,lstm,14254,16,2,4,3,65536,57.0172173
preprocessing,efficientnet,6058,64,1,16,4,32768,2.126709866
preprocessing,gpt2,33838,16,2,16,3,8192,17.82138492
inference,principal_component_analysis (pca),45650,64,1,16,1,16384,8.44101301
evaluation,lstm,5445,64,5,16,1,32768,1.667432747
preprocessing,lightgbm,15221,16,2,8,2,32768,7.859468508
training,mobilenet,21128,32,1,16,3,32768,10.76115373
preprocessing,vgg19,9098,64,2,8,1,32768,6.814391794
preprocessing,lightgbm,1655,16,1,8,1,32768,1.145172816
preprocessing,resnet101,35381,32,4,32,1,32768,19.42565862
feature_extraction,mobilenet,10714,16,5,8,3,65536,23.21035705
evaluation,bert-large,70585,16,5,16,4,65536,168.5377105
evaluation,principal_component_analysis (pca),20185,64,4,8,3,16384,3.956636234
feature_extraction,k-means,67294,32,2,16,1,65536,35.94719116
inference,gpt2,26540,64,1,16,1,32768,6.123145166
inference,yolo,61887,64,3,8,3,32768,12.22869578
feature_extraction,linear_regression,60587,32,1,8,3,16384,29.26080927
preprocessing,gpt2-medium,12196,64,2,16,2,32768,6.708220947
preprocessing,random_forest,47252,16,5,8,2,32768,26.1435662
feature_extraction,gru,51514,16,1,4,1,16384,299.7780209
feature_extraction,naive_bayes,14131,16,1,8,2,32768,33.38546188
preprocessing,gru,10774,32,4,16,4,16384,3.753663849
preprocessing,bert-large,11969,64,1,8,4,65536,4.651303294
training,efficientnet,20720,32,3,8,2,16384,68.06704131
inference,k-nearest_neighbors (k-nn),12682,64,5,16,1,32768,2.226061534
preprocessing,gpt2-medium,10629,32,4,8,3,65536,4.939667019
inference,k-means,188807,32,1,8,4,16384,94.69247266
inference,principal_component_analysis (pca),31609,64,2,16,1,8192,6.381263445
inference,naive_bayes,27553,16,1,16,1,16384,83.27630563
evaluation,gpt2-medium,8305,16,5,16,2,32768,32.27643203
preprocessing,logistic_regression,56164,16,1,32,1,65536,19.85115256
feature_extraction,yolo,70926,16,5,32,2,65536,168.0201194
inference,k-means,18169,16,2,4,2,32768,57.72589798
preprocessing,support_vector_machine (svm),8872,128,1,8,2,65536,3.329636182
preprocessing,logistic_regression,29452,16,4,32,1,16384,13.1070776
feature_extraction,linear_regression,10496,128,5,8,4,32768,0.233159515
feature_extraction,vgg16,11564,32,5,16,1,32768,9.316081058
preprocessing,gpt2,15051,16,5,8,3,16384,9.326339035
training,lightgbm,12806,128,5,16,2,8192,3.067392576
preprocessing,catboost,41612,16,5,16,3,32768,15.10111394
evaluation,lstm,4343,32,5,16,1,32768,5.897165182
preprocessing,lightgbm,2085,128,3,16,4,32768,0.526741506
feature_extraction,naive_bayes,13161,64,5,8,3,8192,2.006700585
feature_extraction,logistic_regression,16837,64,2,8,3,16384,2.315108584
feature_extraction,gru,3510,16,1,32,2,16384,10.11324064
inference,gpt2,135050,128,1,16,4,16384,4.744611777
feature_extraction,catboost,15632,16,4,8,3,32768,34.66799791
evaluation,vgg19,8355,32,3,32,1,16384,10.30042116
training,resnet50,25711,64,2,4,1,65536,16.78191433
training,efficientnet,28103,16,1,32,2,8192,98.90652668
training,bert-large,7404,16,2,8,2,16384,61.13142687
feature_extraction,naive_bayes,48915,128,1,32,1,8192,1.714563764
inference,polynomial_regression,3431,64,1,16,2,32768,0.436611347
inference,logistic_regression,20406,16,1,16,4,16384,34.94712575
evaluation,vgg16,19005,16,5,8,4,8192,75.82179451
evaluation,support_vector_machine (svm),12089,64,1,8,1,16384,3.318861773
preprocessing,support_vector_machine (svm),66060,32,5,16,2,16384,25.71815262
preprocessing,bert-large,112597,16,1,8,2,65536,65.38113982
evaluation,vgg16,41025,32,2,16,1,16384,62.17993831
inference,lstm,12789,16,1,16,3,16384,40.26461308
preprocessing,gpt2-medium,10279,16,1,32,2,32768,4.610998463
preprocessing,principal_component_analysis (pca),14083,16,5,8,2,8192,7.424063516
feature_extraction,principal_component_analysis (pca),84930,16,2,16,1,32768,183.8183297
evaluation,support_vector_machine (svm),10337,16,2,8,3,65536,25.20374525
training,polynomial_regression,31311,16,2,8,1,16384,229.7092733
preprocessing,naive_bayes,7064,32,4,16,1,16384,3.517691847
training,vgg16,9019,32,5,8,1,16384,68.0597638
evaluation,k-nearest_neighbors (k-nn),28584,128,5,4,1,16384,2.546926447
feature_extraction,naive_bayes,29692,32,2,16,2,8192,15.54904614
inference,lstm,9849,32,4,4,2,32768,11.47936512
training,polynomial_regression,38133,16,1,8,2,65536,104.3901579
feature_extraction,k-nearest_neighbors (k-nn),27640,64,4,16,3,65536,2.485152934
preprocessing,resnet50,15929,32,2,16,4,8192,6.640959915
inference,xgboost,32972,64,1,8,3,65536,5.284538921
training,lightgbm,10181,16,3,16,1,32768,90.55329412
inference,yolo,14672,16,5,16,1,32768,54.8164632
training,support_vector_machine (svm),11886,32,2,8,1,16384,24.20586391
training,vit-base,64864,64,5,4,1,65536,119.7022685
training,vgg16,56544,32,1,16,1,32768,53.96076011
inference,random_forest,25370,64,5,16,2,65536,3.707069612
preprocessing,support_vector_machine (svm),11333,128,2,32,1,32768,4.555377614
feature_extraction,yolo,7580,16,2,8,1,8192,36.26789532
feature_extraction,naive_bayes,66328,128,2,16,1,32768,2.365776989
training,lstm,10566,32,2,16,3,8192,18.20351991
inference,mobilenet,2922,32,2,4,2,32768,2.887010157
preprocessing,polynomial_regression,14811,128,2,16,3,16384,4.457853396
feature_extraction,resnet50,6331,32,1,32,1,32768,4.450080612
preprocessing,bert-large,51180,16,2,8,3,32768,29.61934058
training,k-nearest_neighbors (k-nn),70462,32,1,16,3,32768,32.45801392
inference,principal_component_analysis (pca),51318,16,4,8,1,32768,166.7608889
training,logistic_regression,36829,16,3,16,3,16384,209.2793162
preprocessing,yolo,33546,32,5,16,3,16384,14.99670579
training,resnet101,12358,32,4,8,2,32768,54.89562585
inference,resnet101,8444,32,1,8,1,65536,9.292776166
inference,gpt2,5695,32,1,16,2,16384,5.146910016
preprocessing,naive_bayes,50741,32,2,8,3,32768,19.12033954
feature_extraction,logistic_regression,3503,32,1,8,3,16384,1.775546379
inference,logistic_regression,16970,32,1,8,2,16384,11.47216312
evaluation,resnet50,6383,128,3,16,3,16384,0.395000433
feature_extraction,random_forest,101065,32,2,16,2,65536,56.08668753
training,efficientnet,5616,64,4,4,3,16384,6.838866328
feature_extraction,random_forest,8442,64,1,16,2,16384,1.348103885
evaluation,mobilenet,52728,128,5,4,3,32768,3.612041073
preprocessing,principal_component_analysis (pca),18903,32,1,16,4,32768,4.780750954
feature_extraction,gpt2,10406,16,4,8,2,32768,33.03941372
feature_extraction,gpt2,6788,16,5,8,1,8192,31.89694848
preprocessing,xgboost,136018,128,2,8,1,32768,92.22710103
evaluation,k-means,22031,16,3,4,3,32768,79.69228105
evaluation,principal_component_analysis (pca),114857,64,5,8,1,65536,26.62519899
preprocessing,bert-large,23649,16,2,8,2,32768,16.49527285
training,linear_regression,17446,64,5,16,2,16384,11.79860507
inference,linear_regression,17333,32,4,16,2,16384,11.05112284
inference,gru,22220,16,2,16,4,32768,50.288703
preprocessing,resnet50,11460,64,1,16,1,32768,7.339200691
training,vit-base,23394,16,5,4,1,32768,741.7594346
preprocessing,gpt2-medium,43870,32,2,16,1,65536,26.61490612
inference,k-means,13114,32,2,8,1,16384,12.06405766
feature_extraction,resnet101,11595,32,1,16,1,16384,11.05686531
evaluation,random_forest,116465,128,1,8,1,32768,9.72261036
evaluation,random_forest,22509,16,2,16,3,65536,60.84798127
feature_extraction,vgg16,8549,32,1,32,3,16384,4.304616135
evaluation,resnet101,16755,128,3,4,1,16384,2.267705776
inference,gpt2,63827,32,1,16,3,16384,48.0639518
preprocessing,vgg19,27942,32,2,16,3,16384,13.52489476
feature_extraction,gpt2,12347,128,1,8,2,65536,0.587086933
feature_extraction,linear_regression,45380,32,5,16,4,32768,13.61118992
preprocessing,random_forest,24631,16,4,8,3,65536,10.12286044
feature_extraction,yolo,36021,16,3,16,1,16384,122.4176207
evaluation,logistic_regression,5945,128,1,16,1,32768,0.324119023
inference,polynomial_regression,66431,64,1,8,4,65536,6.534430837
inference,k-nearest_neighbors (k-nn),17046,16,3,16,2,16384,42.0493605
training,gpt2-medium,28600,16,2,16,3,32768,142.2638429
training,resnet50,61279,64,5,32,2,32768,53.14049791
evaluation,logistic_regression,832,32,5,8,1,16384,0.973425965
training,linear_regression,9721,16,4,8,2,16384,110.5591531
feature_extraction,lstm,9095,32,2,8,4,32768,5.168848953
preprocessing,vgg16,13087,32,5,8,2,16384,9.34304623
preprocessing,k-means,42712,16,2,8,1,32768,21.70357988
inference,xgboost,8687,16,5,16,3,16384,21.77733706
evaluation,gpt2-medium,25432,16,1,16,3,32768,82.76932855
preprocessing,random_forest,3864,16,5,8,2,8192,2.560181622
evaluation,logistic_regression,16983,64,5,16,1,16384,4.050545858
evaluation,efficientnet,9234,16,5,8,3,32768,40.0338488
inference,vit-base,70711,32,2,16,3,32768,44.56178534
inference,mobilenet,37458,32,3,16,1,32768,27.61225142
preprocessing,lstm,11190,64,1,8,2,16384,7.661475006
training,k-means,33374,128,1,4,3,32768,1.2825185
evaluation,resnet101,26490,16,4,8,2,16384,145.7136895
training,mobilenet,58956,16,1,4,3,16384,199.4651351
evaluation,support_vector_machine (svm),13809,64,1,16,4,32768,1.684019994
inference,vgg16,11774,64,5,8,2,32768,3.088648587
feature_extraction,logistic_regression,4070,64,5,8,3,16384,0.493001055
inference,bert-base,7186,64,1,8,2,32768,1.681214669
preprocessing,gpt2-medium,13118,32,5,8,2,16384,10.0931579
preprocessing,lstm,82890,32,2,8,1,16384,78.02087319
training,lightgbm,6659,16,1,16,4,65536,10.40489113
evaluation,bert-large,16206,16,2,32,4,32768,42.04450303
inference,linear_regression,18327,128,5,32,2,8192,0.635436144
feature_extraction,resnet101,26588,128,1,16,2,32768,1.066868327
preprocessing,resnet50,14977,64,3,16,1,16384,10.9318476
feature_extraction,catboost,34013,32,5,8,2,16384,27.81431309
feature_extraction,support_vector_machine (svm),11433,64,2,8,1,32768,2.121410329
feature_extraction,bert-large,17401,16,3,16,1,32768,61.4113513
feature_extraction,gpt2,7426,32,2,16,4,32768,3.248127333
preprocessing,k-means,12562,32,2,8,1,32768,7.287477019
training,catboost,20788,16,2,8,4,32768,94.51788197
feature_extraction,gru,28106,16,3,16,1,32768,86.75851246
feature_extraction,lstm,7552,128,1,8,4,32768,0.262674213
inference,bert-large,54931,128,5,8,2,65536,3.549576495
inference,yolo,5634,64,3,4,2,65536,1.653573508
evaluation,k-means,45518,16,4,32,1,65536,129.5051758
preprocessing,lstm,195848,32,4,16,3,8192,101.6222133
evaluation,resnet50,11084,32,5,8,3,16384,12.83476053
inference,catboost,90146,32,5,16,1,8192,87.70476643
feature_extraction,gpt2,27778,64,1,8,3,16384,5.220318459
preprocessing,k-means,50262,16,5,8,3,32768,16.65728752
feature_extraction,random_forest,42308,16,4,8,2,32768,108.5690015
training,gru,26646,32,2,16,1,32768,56.26380414
evaluation,polynomial_regression,11094,16,3,32,2,32768,23.92201082
preprocessing,resnet101,22006,32,1,8,1,32768,19.54280981
preprocessing,catboost,13076,128,2,16,1,16384,7.172355607
training,vgg19,9036,32,4,16,2,32768,29.99104382
preprocessing,logistic_regression,45218,64,3,8,2,65536,17.01872995
inference,polynomial_regression,6414,64,3,8,3,16384,1.095595676
feature_extraction,polynomial_regression,3299,16,1,16,3,16384,5.036543055
inference,naive_bayes,39675,128,5,4,1,32768,2.684177259
evaluation,yolo,42910,64,1,16,2,32768,10.80011445
feature_extraction,lightgbm,41428,64,4,8,4,65536,4.166324147
evaluation,naive_bayes,28938,16,1,16,1,32768,89.0974141
inference,linear_regression,30346,32,2,32,2,32768,14.83166045
inference,gpt2-medium,23957,32,2,16,2,8192,24.95550823
evaluation,catboost,8167,32,1,16,2,32768,6.465053842
training,principal_component_analysis (pca),12661,32,1,16,4,8192,5.801253949
preprocessing,bert-large,59382,128,4,16,4,32768,20.40216193
training,efficientnet,26345,16,4,8,2,16384,507.8219586
evaluation,lightgbm,29812,32,3,8,1,32768,37.54005402
inference,lstm,26975,64,5,8,1,8192,10.65173214
feature_extraction,vit-base,31407,32,3,8,2,16384,29.58834179
evaluation,gpt2-medium,165302,64,5,4,3,16384,60.94174664
evaluation,vgg19,32812,32,3,32,2,32768,26.6589626
preprocessing,resnet101,9233,64,4,16,2,16384,5.223117055
preprocessing,gpt2-medium,5716,32,2,16,2,32768,2.755620112
inference,efficientnet,16179,16,3,8,2,32768,70.68189424
preprocessing,gru,11402,16,2,8,1,8192,10.45652892
